Rothbury Gardens	Adel	LS16	53.8502	-1.5961	1:I8AX;2:HCYX;3:HCYF;4:IIDJ;5:I85J;6:I85Z;7:H9G3;8:HDDC;9:IINK;10:HMQN;11:HDC9;12:I84A;14:H96K;15:I7TA;16:I846;17:IF5Y;
Rothwell Lane	Oulton	LS26	53.7509	-1.4609	1 OULTON RANGE APARTMENTS OULTON HALL:NR7J;2 OULTON RANGE APARTMENTS OULTON HALL:NR7K;3 OULTON RANGE APARTMENTS OULTON HALL:NR7M;4 OULTON RANGE APARTMENTS OULTON HALL:NR7L;
Round Hill Road	Pudsey	LS28	53.7939	-1.6799	1:GUP7;2:LGTR;3:GUP8;4:LGTQ;5:GUP9;6:LGTP;7:GUPR;8:LGTO;9:GUPQ;10:LGTF;11:GUPP;12:LGTE;14:LGTD;15:GUPS;16:LGTC;17:GUPT;18:LGTB;19:GUPU;20:LGTA;21:GUPV;22:LGT9;23:GUPW;24:GTHM;25:GUPX;26:GTHL;27:GUPY;28:GTHK;29:GUPZ;30:GTHJ;31:GUQ2;32:GTHI;33:GT86;34:GTHH;35:GT87;36:GTHG;37:GTH0;38:GTHF;39:GTH1;40:GTHE;41:GTH2;42:GTHD;43:GTH3;44:GTHC;45:GTH4;46:GTHB;48:GTHA;50:GTH9;52:GTH8;54:GTH7;56:GTH6;58:GTH5;
Roundhay Avenue	Leeds	LS8	53.8209	-1.5185	1:EVV4;1:I8ST;3:I8UV;4:HS13;5:I7U7;6:I8UR;7:I7PF;8:I4EQ;9:IIAF;10:HB0K;11:HB0C;12:I4PO;13:JC2X;14:I4EX;15:I4FD;16:IH4E;17:I5TE;18:I4YC;19:I57X;20:HBVG;21:IFZP;22:F1XW;23:HBMH;25:HS1P;27:I8VV;27:IFGE;29:I959;31:GXPJ;33:I4XE;35:I4XP;37:I4WL;39:I4WQ;41:I4WR;43:IFDW;45:I4WY;47:I4WI;49:IFGM;BASEMENT FLAT, 2:MDME;FIRST FLOOR FLAT, 1:EWVN;FLAT 1, 2:MEK9;FLAT 2, 2:MEKA;
Roundhay Crescent	Leeds	LS8	53.8207	-1.5178	1:I4WH;2:HS1M;3:I4XL;4:I4XR;5:I4XX;6:LNIZ;7:I4XB;8:F26J;9:I4XI;10:I95H;11:I95M;12:I95O;13:IFGB;14:I8W0;15:F26I;16:I95E;17:I96B;18:HS18;19:IFGK;20:I95V;21:I95X;22:I95T;23:I967;24:HBM7;25:HBMJ;26:HBME;27:HBLP;28:LIFZ;29:HBLZ;30:HBMK;31:HBVL;32:IFZN;33:IFZO;34:HBML;35:LBXK;36:HBVE;37:IFZL;38:I57O;39:F26K;40:I57V;41:I4Y4;42:I4Y8;43:I57G;44:IH4B;
Roundhay Gardens	Leeds	LS8	53.8200	-1.5187	1:JGVN;2:DW4J;3:JGVL;4:DW4M;5:IIC6;6:DW4Q;7:GRX6;8:DW4T;9:DUYR;10:DW3Z;11:DUYB;12:L1Z6;14:F35D;15:F35O;16:L1Z9;17:DUY9;18:JA6K;19:IIC1;20:JA6J;21:IIC4;22:L1YU;24:DW42;26:DW47;28:DW4A;
Roundhay Grove	Leeds	LS8	53.8207	-1.5166	1:I5TD;3:HBLL;5:I4FF;7:HOPF;8:I4F4;9:HOPJ;10:I4FQ;11:JC2T;12:HOPI;13:HB0N;15:HB03;16:IIAE;17:I8QC;18:HBAA;19:I7FZ;20:JE3V;21:I7TY;22:I7U2;23:I7U8;24:HPWE;25:I6M1;26:I8VR;27:I8V0;28:I8V6;29:I4PT;30:JCSJ;31:JF41;32:I7TJ;33:I7TO;34:IF60;35:I7V3;36:F26H;37:I7VB;38:I7UM;39:I7UT;40:I7UY;41:H96J;42:LNIC;43:H96R;44:I84C;45:HS0M;46:I84N;47:HDCS;48:HDCW;49:HDCT;50:HDC7;51:HDCL;52:LSA1;53:HA7G;54:F1Y8;55:HDCZ;56:GVGJ;57:F26C;58:HAUQ;60:I6S4;BASEMENT FLAT, 4:JGRJ;FIRST FLOOR FLAT, 2:LHKX;FLAT 1, 4:L7LK;FLAT 1, 6:F270;FLAT 2, 4:I58A;FLAT 2, 6:M4MH;FLAT 3, 4:L7LJ;FLAT 3, 6:M4MI;GROUND FLOOR FLAT, 2:GV1D;SECOND FLOOR FLAT, 2:HP7Z;
Roundhay Mount	Leeds	LS8	53.8200	-1.5165	2:I6SC;2:I85F;3:H9FP;4:H9G1;4:IFF8;5:I6S9;6:HAUJ;8:F1XY;10:HCYJ;11:HCY5;12:HCZ7;16:HCXN;17:LIGE;18:HCXZ;20:GFG9;21:H8ZM;22:H8ZR;23:F1Y0;24:HDBT;26:HD98;27:DA4T;27:DA4U;28:HD9E;29:HD8W;30:HD90;32:H8YY;33:F1Y4;34:HAYS;36:I750;37:I74X;38:I74U;39:I74W;40:HAYQ;41:HAYF;43:HAYJ;45:HAYG;47:I78P;49:I78F;51:I78J;53:I78H;55:JCQA;FIRST FLOOR AND SECOND FLOOR MAISONETTE, 9:HCYB;FIRST FLOOR FLAT, 7:LQLD;FIRST FLOOR FLAT, 14:F26X;FIRST FLOOR FLAT, 25:HD2F;FLAT 1, 1:L27V;FLAT 1, 15:HBW1;FLAT 1, 19:IA7P;FLAT 1, 31:H8Z4;FLAT 1, 35:M2NH;FLAT 2, 1:M638;FLAT 2, 15:JH4N;FLAT 2, 19:LB8J;FLAT 2, 31:M2NB;FLAT 2, 35:I77U;FLAT 3, 1:LRW5;FLAT 3, 15:HBVZ;FLAT 3, 19:IA7Q;FLAT 3, 31:H8ZD;FLAT 3, 35:I77S;FLAT 4, 15:MH4I;FLAT 4, 31:H8YP;FLAT 4, 35:I77P;FLAT GROUND FLOOR, 9:HCY6;FLAT GROUND FLOOR, 25:HD2B;GROUND FLOOR FLAT, 7:HRB5;GROUND FLOOR FLAT, 11:M4IR;GROUND FLOOR FLAT, 14:M8R6;MIDDLE FLOOR FLAT, 11:M4IS;SECOND FLOOR FLAT, 14:IFOD;SECOND FLOOR FLAT, 25:HDBL;TOP FLOOR FLAT, 11:M4IT;
Roundhay Park Lane	Shadwell	LS17	53.8540	-1.5002	CROSSWAYS:I787;OAKFIELD HOUSE:KAJ3;OAKHILL COTTAGE:K59Y;OAKHILL FARMHOUSE:HX9H;OAKHILL HOUSE:KBZB;SANDY LODGE:I77W;SHADWELL LODGE:I78B;
Roundhay Place	Leeds	LS8	53.8205	-1.5211	1:I74R;2:H8S6;3:HB6U;4:HB6S;5:HDSX;7:IICO;10:I746;13:I6UK;13:K9YN;13:L7AT;16:I6UR;18:I6UT;20:LS9I;22:I7SR;24:F26P;BASEMENT FLAT, 14:OB29;FLAT 1, 9:F0D3;FLAT 1, 11:K8AP;FLAT 1, 12:LNHZ;FLAT 1, 14:O3CR;FLAT 2, 9:K8AN;FLAT 2, 11:K8AQ;FLAT 2, 12:I74N;FLAT 2, 14:O3CS;FLAT 3, 9:KAJ4;FLAT 3, 11:K8AR;FLAT 3, 12:I74I;FLAT 3, 14:O3CT;FLAT 4, 9:K8AO;FLAT 4, 11:KAJ5;FLAT A, 6:JIAP;FLAT A, 8:K8AM;FLAT A, 26:I7T2;FLAT B, 6:M61O;FLAT B, 8:MF8K;FLAT B, 26:M9IF;FLAT C, 6:KF5M;FLAT C, 26:I89M;FLAT D, 6:KF5N;ROOM 1, 2:H8S0;ROOM 2, 2:HDT2;ROOM 3, 2:L9KO;ROOM 4, 2:LNHL;ROOM 5, 2:E3AY;
