AAA-ACO,data/leeds/premises-AAA-ACO.csv
ACP-AIN,data/leeds/premises-ACP-AIN.csv
AIO-ALB,data/leeds/premises-AIO-ALB.csv
ALC-ALL,data/leeds/premises-ALC-ALL.csv
ALM-ANN,data/leeds/premises-ALM-ANN.csv
ANO-ARM,data/leeds/premises-ANO-ARM.csv
ARN-ASH,data/leeds/premises-ARN-ASH.csv
ASI-AUD,data/leeds/premises-ASI-AUD.csv
AUE-AZA,data/leeds/premises-AUE-AZA.csv
AZB-BAC,data/leeds/premises-AZB-BAC.csv
BAD-BAN,data/leeds/premises-BAD-BAN.csv
BAO-BAR,data/leeds/premises-BAO-BAR.csv
BAS-BEC,data/leeds/premises-BAS-BEC.csv
BED-BEE,data/leeds/premises-BED-BEE.csv
BEF-BEN,data/leeds/premises-BEF-BEN.csv
BEO-BIR,data/leeds/premises-BEO-BIR.csv
BIS-BLA,data/leeds/premises-BIS-BLA.csv
BLB-BOD,data/leeds/premises-BLB-BOD.csv
BOE-BRA,data/leeds/premises-BOE-BRA.csv
BRB-BRI,data/leeds/premises-BRB-BRI.csv
BRJ-BRO,data/leeds/premises-BRJ-BRO.csv
BRP-BUL,data/leeds/premises-BRP-BUL.csv
BUM-BUT,data/leeds/premises-BUM-BUT.csv
BUU-CAM,data/leeds/premises-BUU-CAM.csv
CAN-CAR,data/leeds/premises-CAN-CAR.csv
CAS-CAV,data/leeds/premises-CAS-CAV.csv
CAW-CHA,data/leeds/premises-CAW-CHA.csv
CHB-CHE,data/leeds/premises-CHB-CHE.csv
CHF-CHU,data/leeds/premises-CHF-CHU.csv
CHV-CLA,data/leeds/premises-CHV-CLA.csv
CLB-CLO,data/leeds/premises-CLB-CLO.csv
CLP-COL,data/leeds/premises-CLP-COL.csv
COM-COO,data/leeds/premises-COM-COO.csv
COP-COT,data/leeds/premises-COP-COT.csv
COU-CRA,data/leeds/premises-COU-CRA.csv
CRB-CRO,data/leeds/premises-CRB-CRO.csv
CRP-DAR,data/leeds/premises-CRP-DAR.csv
DAS-DEI,data/leeds/premises-DAS-DEI.csv
DEJ-DIG,data/leeds/premises-DEJ-DIG.csv
DIH-DUD,data/leeds/premises-DIH-DUD.csv
DUE-EAS,data/leeds/premises-DUE-EAS.csv
EAT-EDI,data/leeds/premises-EAT-EDI.csv
EDJ-ELM,data/leeds/premises-EDJ-ELM.csv
ELN-FAI,data/leeds/premises-ELN-FAI.csv
FAJ-FAR,data/leeds/premises-FAJ-FAR.csv
FAS-FER,data/leeds/premises-FAS-FER.csv
FES-FIN,data/leeds/premises-FES-FIN.csv
FIO-FOL,data/leeds/premises-FIO-FOL.csv
FOM-FOX,data/leeds/premises-FOM-FOX.csv
FOY-GAM,data/leeds/premises-FOY-GAM.csv
GAN-GAS,data/leeds/premises-GAN-GAS.csv
GAT-GIP,data/leeds/premises-GAT-GIP.csv
GIQ-GLE,data/leeds/premises-GIQ-GLE.csv
GLF-GRA,data/leeds/premises-GLF-GRA.csv
GRB-GRE,data/leeds/premises-GRB-GRE.csv
GRF-GYP,data/leeds/premises-GRF-GYP.csv
GYQ-HAL,data/leeds/premises-GYQ-HAL.csv
HAM-HAR,data/leeds/premises-HAM-HAR.csv
HAS-HAW,data/leeds/premises-HAS-HAW.csv
HAX-HEA,data/leeds/premises-HAX-HEA.csv
HEB-HEN,data/leeds/premises-HEB-HEN.csv
HEO-HIG,data/leeds/premises-HEO-HIG.csv
HIH-HIL,data/leeds/premises-HIH-HIL.csv
HIM-HOL,data/leeds/premises-HIM-HOL.csv
HOM-HOU,data/leeds/premises-HOM-HOU.csv
HOV-IBB,data/leeds/premises-HOV-IBB.csv
IBC-INV,data/leeds/premises-IBC-INV.csv
INW-JAM,data/leeds/premises-INW-JAM.csv
JAN-KEL,data/leeds/premises-JAN-KEL.csv
KEM-KEP,data/leeds/premises-KEM-KEP.csv
KEQ-KIN,data/leeds/premises-KEQ-KIN.csv
KIO-KIT,data/leeds/premises-KIO-KIT.csv
KIU-LAK,data/leeds/premises-KIU-LAK.csv
LAL-LAN,data/leeds/premises-LAL-LAN.csv
LAO-LAU,data/leeds/premises-LAO-LAU.csv
LAV-LAY,data/leeds/premises-LAV-LAY.csv
LAZ-LEE,data/leeds/premises-LAZ-LEE.csv
LEF-LID,data/leeds/premises-LEF-LID.csv
LIE-LIN,data/leeds/premises-LIE-LIN.csv
LIO-LON,data/leeds/premises-LIO-LON.csv
LOO-LOW,data/leeds/premises-LOO-LOW.csv
LOX-LYN,data/leeds/premises-LOX-LYN.csv
LYO-MAL,data/leeds/premises-LYO-MAL.csv
MAM-MAN,data/leeds/premises-MAM-MAN.csv
MAO-MAR,data/leeds/premises-MAO-MAR.csv
MAS-MEA,data/leeds/premises-MAS-MEA.csv
MEB-MEX,data/leeds/premises-MEB-MEX.csv
MEY-MID,data/leeds/premises-MEY-MID.csv
MIE-MIL,data/leeds/premises-MIE-MIL.csv
MIM-MOO,data/leeds/premises-MIM-MOO.csv
MOP-MOU,data/leeds/premises-MOP-MOU.csv
MOV-NAN,data/leeds/premises-MOV-NAN.csv
NAO-NEV,data/leeds/premises-NAO-NEV.csv
NEW-NEW,data/leeds/premises-NEW-NEW.csv
NEX-NOR,data/leeds/premises-NEX-NOR.csv
NOS-OAK,data/leeds/premises-NOS-OAK.csv
OAL-OLD,data/leeds/premises-OAL-OLD.csv
OLE-OTT,data/leeds/premises-OLE-OTT.csv
OTU-PAI,data/leeds/premises-OTU-PAI.csv
PAJ-PAR,data/leeds/premises-PAJ-PAR.csv
PAS-PEM,data/leeds/premises-PAS-PEM.csv
PEN-PHO,data/leeds/premises-PEN-PHO.csv
PHP-PLE,data/leeds/premises-PHP-PLE.csv
PLF-POR,data/leeds/premises-PLF-POR.csv
POS-PRI,data/leeds/premises-POS-PRI.csv
PRJ-QUA,data/leeds/premises-PRJ-QUA.csv
QUB-RAD,data/leeds/premises-QUB-RAD.csv
RAE-RAY,data/leeds/premises-RAE-RAY.csv
RAZ-RED,data/leeds/premises-RAZ-RED.csv
REE-RIC,data/leeds/premises-REE-RIC.csv
RID-RIV,data/leeds/premises-RID-RIV.csv
RIW-ROM,data/leeds/premises-RIW-ROM.csv
RON-ROS,data/leeds/premises-RON-ROS.csv
ROT-RUF,data/leeds/premises-ROT-RUF.csv
RUG-SAL,data/leeds/premises-RUG-SAL.csv
SAM-SAN,data/leeds/premises-SAM-SAN.csv
SAO-SCH,data/leeds/premises-SAO-SCH.csv
SCI-SEL,data/leeds/premises-SCI-SEL.csv
SEM-SHA,data/leeds/premises-SEM-SHA.csv
SHB-SIC,data/leeds/premises-SHB-SIC.csv
SID-SIS,data/leeds/premises-SID-SIS.csv
SIT-SOM,data/leeds/premises-SIT-SOM.csv
SON-SOU,data/leeds/premises-SON-SOU.csv
SOV-SPR,data/leeds/premises-SOV-SPR.csv
SPS-STC,data/leeds/premises-SPS-STC.csv
STB-STO,data/leeds/premises-STB-STO.csv
STD-STJ,data/leeds/premises-STD-STJ.csv
STK-STM,data/leeds/premises-STK-STM.csv
STN-STA,data/leeds/premises-STN-STA.csv
STP-SUM,data/leeds/premises-STP-SUM.csv
SUN-SUN,data/leeds/premises-SUN-SUN.csv
SUO-SWI,data/leeds/premises-SUO-SWI.csv
SWJ-TAT,data/leeds/premises-SWJ-TAT.csv
TAU-TEM,data/leeds/premises-TAU-TEM.csv
TEN-THE,data/leeds/premises-TEN-THE.csv
THF-THO,data/leeds/premises-THF-THO.csv
THP-TOM,data/leeds/premises-THP-TOM.csv
TON-TOW,data/leeds/premises-TON-TOW.csv
TOX-TRU,data/leeds/premises-TOX-TRU.csv
TRV-TYE,data/leeds/premises-TRV-TYE.csv
TYF-VAL,data/leeds/premises-TYF-VAL.csv
VAM-VIC,data/leeds/premises-VAM-VIC.csv
VID-WAL,data/leeds/premises-VID-WAL.csv
WAM-WAY,data/leeds/premises-WAM-WAY.csv
WAZ-WEL,data/leeds/premises-WAZ-WEL.csv
WEM-WES,data/leeds/premises-WEM-WES.csv
WET-WHE,data/leeds/premises-WET-WHE.csv
WHF-WHI,data/leeds/premises-WHF-WHI.csv
WHJ-WIL,data/leeds/premises-WHJ-WIL.csv
WIM-WIS,data/leeds/premises-WIM-WIS.csv
WIT-WOO,data/leeds/premises-WIT-WOO.csv
WOP-WYT,data/leeds/premises-WOP-WYT.csv
WYU-ZZZ,data/leeds/premises-WYU-ZZZ.csv
