HAYDN CLOSE					1:JEQK;2:DWHQ;3:DWHT;4:DWHW;5:DWI2;6:F2EF;7:MA0P;8:DX1B;9:DWI9;10:DWRG;11:JEQP;12:DWRN;14:DWG2;15:DWGL;16:DWGQ;17:F2EO;
HAYDN COURT					1:DWGM;2:DWGF;3:DWGB;4:DWGE;5:DWHB;6:DWHG;7:DWHI;8:MC41;9:DWGX;10:DWGV;11:DWH5;12:IGT9;
HAYDNS TERRACE	STANNINGLEY	LS28	53.8053	-1.6668	10 BANK TERRACE:DJJ9;12 BANK TERRACE:E4WF;2 BANK TERRACE:FRFY;4 BANK TERRACE:DJJD;6 BANK TERRACE:DJJB;8 BANK TERRACE:FRFX;
Hayfield Avenue	Boston Spa	LS23	53.9064	-1.3581	1:IGD3;2:EQXI;3:EQXK;4:EQXL;5:EQXO;6:EQXP;7:E4RA;8:EQXS;9:EQXU;10:IGD5;11:ESMK;12:ETLG;15:ETLI;17:ETLJ;
Hayleigh Avenue	Bramley	LS13	53.8111	-1.6317	1:GH3Z;2:HGFZ;3:HGFV;4:GH3P;5:LUAN;6:GH3N;7:GL5P;8:GL5O;
Hayleigh Mount	Bramley	LS13	53.8107	-1.6330	1:GL5F;2:GL5B;3:GL5E;4:GL5G;5:GL5K;6:GG2C;7:JBDA;8:GG2R;9:GG2P;10:JBD7;11:GG2G;12:JF7R;13:HEFA;14:GJ9G;15:JF7U;17:JELZ;19:HEEX;26:HEER;28:HEFR;30:HFFV;32:HFFP;GROUND FLOOR AND BASEMENT, 33:MAB3;
Hayleigh Street	Bramley	LS13	53.8107	-1.6317	1:HEFD;2:JEM5;3:JEM6;4:JEM7;5:LIHD;6:HE4G;7:HE4L;FLAT 4, 4:JIR7;ROOM 1, 4:JIR5;ROOM 2, 4:JIR6;ROOM 3, 4:EYJF;
Hayleigh Terrace	Bramley	LS13	53.8107	-1.6313	1:LIHC;3:HE42;5:HE48;
Hayton Drive	Wetherby	LS22	53.9252	-1.3816	1:JY0A;2:JY07;3:IW4N;4:IW4O;5:F4NN;6:JY45;7:E9A3;8:JY42;9:JY4B;10:JY4E;11:JX41;12:JX3Y;
Hayton Wood View	Aberford	LS25	53.8347	-1.3413	1:H5OI;2:H5OG;3:H5OF;4:HZDT;5:H5OC;6:H5OA;7:H5O9;8:H5O7;9:HZDW;10:HZDU;11:H5OT;12:H5OD;14:H5P1;15:H5OZ;16:H5OY;17:H5OW;18:H5OV;19:H5OM;20:LUN5;22:H5OS;24:H5OR;26:H5OQ;28:H5OP;30:H5ON;32:H4GI;
Hazel Avenue	Whinmoor	LS14	53.8359	-1.4510	1:ICKY;2:ICKM;2:ICKP;3:ICKR;4:IDLW;5:F0MP;6:IDM6;7:ICL4;8:IDLL;8:IDLP;9:IDLT;10:ICJR;11:ICJV;12:ICJY;14:LR4U;15:ICJD;16:ICJP;17:ICJM;18:ICJB;19:F0MO;20:LR4V;21:LURF;22:LHK6;23:IAD4;24:IAD6;25:IADA;26:KDQ9;27:LMC5;28:IDXB;29:IDXJ;30:IBFF;31:IDX3;32:IDX7;33:IDX9;34:KDQG;35:I9MP;36:F0MR;37:IDXR;38:KDQD;39:IDXW;40:IDXT;41:IDXY;42:IDMP;43:IDW5;44:IDW9;45:IDMD;46:IDMI;47:F0MQ;48:IDWS;49:IDWQ;50:IBFD;51:IDWF;52:IDWI;53:IDWM;54:IDWP;55:IB7S;56:IB7W;57:IB80;59:IB7M;61:IB7H;63:IB7Q;65:F0ML;67:IB7P;69:KC1Q;71:IB8V;73:IB8S;75:IB8D;GARAGE SITE BETWEEN, 4547:DB50;PARKING AREA BETWEEN, 24:IDLZ;
Hazel Court	Rothwell	LS26	53.7454	-1.4770	1:H2O9;2:FQ39;3:GQK6;4:H2Y4;5:H2Y6;6:H2XS;7:H2XR;8:H2XY;9:GZCV;10:GZD5;11:GZD2;12:GZCR;13:M9VA;14:GSAK;
Hazel Lane	East Ardsley	WF3	53.7276	-1.5228	1:M5HV;2:M5HU;3:M5HT;
Hazel Mews	Garforth	LS25	53.7920	-1.3759	1:M2TB;2:M2TC;3:M2TD;4:M2TE;5:M2TF;6:M2TG;7:M2TH;8:M2TI;9:M2TO;10:M2TN;11:M2TM;12:M2TL;14:M2TK;15:M2TJ;
Hazel Rise	Methley	LS26	53.7296	-1.4066	14:IK6I;16:IK6F;18:IK6B;20:IK6T;22:IK6Y;24:IK6U;26:IK6P;28:IMWH;30:ILW6;32:EVXN;GARAGE SITE FACING, 2028:M9LO;
Hazel Road	Whinmoor	LS14	53.8314	-1.4497	1:NENS;2:NENZ;3:NENT;4:NENY;5:NENU;6:NENX;7:NENV;9:NENW;
Hazelhurst Court	Pudsey	LS28	53.7940	-1.6579	1:FOU7;2:ESHY;3:ESHX;4:ESHW;5:IJAV;6:ESI0;7:IJAW;8:M7QT;
Hazelwood Avenue	Garforth	LS25	53.7855	-1.3755	1:GBBK;2:GCNH;4:FK3N;6:FK3Q;7:FK3M;8:IFY0;9:FK3X;10:GSFI;11:GCOQ;12:GCOS;13:HNO9;14:GCOP;15:GCOX;16:FK3J;17:FK45;18:FK4E;19:FFUR;20:FFUU;21:FK4D;22:FWS3;23:FFV1;24:FK47;25:FWS0;26:FK41;27:IFY3;28:FK46;29:FK48;30:FWS1;31:GSFH;32:GCNK;33:GCNM;34:HNNY;35:GCNR;36:GSFF;37:GCNU;38:GCNW;39:GCNQ;40:FJSP;41:FWRY;
