Sixth Avenue	Rothwell	LS26	53.7562	-1.4661	10:HU9G;11:HU9J;12:LCES;13:H2IL;14:H2IE;15:H2IG;16:H2IJ;18:H294;1:HU8P;20:FTEL;22:H2IO;24:FTEE;2:H28H;3:M9WJ;4:HU8N;5:HSQV;6:FTED;7:HU8O;8:HU9B;9:HU9E;
Skelton Avenue	Osmondthorpe	LS9	53.7982	-1.5048	10:KWWZ;11:KWX3;12:HNH2;13:KWX1;14:KWX0;15:HNH1;16:KWO9;17:KWX5;18:JFNV;19:KWOE;1:KWO5;20:KWOD;21:KWOB;22:HNGZ;23:LDPN;24:KWOA;25:KWOC;26:HNH0;27:KWWY;28:F2HN;29:KWX2;2:KWO4;30:KWO3;31:KWNX;32:KWNZ;33:JFNU;34:F2HL;35:HNGX;36:KWO8;37:HNGW;38:KSRH;39:KSRK;3:KWO2;41:KSRM;43:KSRF;45:KW3C;47:KW3D;49:KW3B;4:LM8P;56:KWX7;58:JFNW;5:KWO1;60:KSRE;62:KWXC;64:LM8Q;66:KWXF;68:F2HM;6:KWO0;70:KV0F;72:KV0H;74:KV0K;76:F2R7;78:KV0O;7:HNGV;80:KV0R;9:KWWX;
Skelton Crescent	Osmondthorpe	LS9	53.7976	-1.5039	10:KWNO;11:HNGQ;12:HNGT;1:KV0J;2:KV00;3:KV03;4:KUZW;5:KV08;6:KV0A;7:KV10;8:KWNL;9:KWNM;
Skelton Mount	Osmondthorpe	LS9	53.7992	-1.5044	1:KV14;3:KV17;5:ELGE;7:KXDP;9:DRC2;
Skelton Road	Osmondthorpe	LS9	53.7983	-1.5024	10:DRBX;12:IIL4;14:GTM0;16:LEN1;17:KXDB;18:II4Q;19:KXDG;20:KXDI;21:GTM1;22:IIL9;23:F2RP;24:EODP;25:IGKC;26:HT3T;27:ELGB;28:LMHK;30:IIL5;32:DRC6;34:DRC8;36:DRC3;38:DRCB;40:IIL8;42:KXD6;44:KX2U;46:KX2W;47:F2QI;48:KX2S;49:KX33;50:KX35;51:KX30;52:KW3G;53:KX2F;54:KX2R;55:KX2K;56:KX2N;57:KX2Q;58:KXD7;59:KXD1;60:F2QJ;61:KXD5;62:KXCY;63:KXCE;64:KXCH;65:HT35;66:KSZN;68:LDPV;70:KX4B;
Skelton Street	Osmondthorpe	LS9	53.7992	-1.5048	10:KX54;11:KX57;12:KU9D;14:LW3V;15:KX5C;1:KX4I;2:KX4C;3:IGHP;4:KSZB;5:KSZK;6:IGHR;7:KSZH;8:KSZJ;9:KX4K;
Skelton Terrace	Osmondthorpe	LS9	53.7992	-1.5040	10:KSY4;11:KSY7;12:F2QP;14:KSY3;16:KSYD;17:KSYE;18:LGDA;19:KSXO;20:KSXR;21:KSY2;22:KSXV;23:KSXX;24:KSY0;25:F2QQ;26:IG8O;27:LGDD;28:KSZ6;29:KSZ3;2:KU9B;30:KSZ4;31:LJCI;32:KSZ0;33:KSYJ;34:LGDC;35:IG8L;36:KSYP;37:KSYR;38:KU9F;39:KUBD;40:LGDG;41:KT99;42:KT9C;43:KT9E;44:KT9H;45:F2QS;46:KUAZ;47:KUB1;48:IHHC;49:LW4N;4:F2QO;50:KUB6;51:KUB9;52:LGE4;53:KTA4;54:KTA7;55:KTA9;56:KTA2;57:KUZR;58:KUZT;59:KTAB;5:KX4O;61:KT9N;63:KT9Q;65:KTA1;67:KT9U;6:KX4Q;7:KX4V;8:KX4Y;9:KSYV;
Skeltons Lane	Whinmoor	LS14	53.8403	-1.4588	SKELTON HALL FARM:KWNJ;THE GATEHOUSE:KV12;
Skelwith Approach	Seacroft	LS14	53.8101	-1.4676	1:KT9X;2:KT9Z;3:KUBA;4:KUA1;
SKELWITH WALK	Seacroft	LS14	53.8320	-1.4600	10:KU9L;12:KU9E;14:MD8P;16:KU9Q;18:KUAE;20:MD8Q;22:KUAP;24:LGE3;26:KUAM;28:IH8P;2:IH8H;30:KUAW;32:KUAT;34:KUAB;36:IH8J;38:IH8M;40:KUAF;42:IH8L;44:KUAK;46:KXCQ;48:KTV4;4:KUA8;50:IJEF;52:KTVH;54:KTVA;56:KTVD;58:KTVF;60:LEWN;62:KTUR;64:JG82;66:KTUW;68:MD8J;6:LGE1;70:KTUZ;72:KW4U;8:KU9I;
