Sarah Street	East Ardsley	WF3	53.7278	-1.5321	1:FIYC;3:E8BF;5:FIYE;7:FIYG;9:FIYI;11:FIYR;15:FIY9;17:DDJF;19:FIYL;21:FIYM;23:FIYO;25:LRAP;
Savile Drive	Leeds	LS7	53.8139	-1.5367	4:F440;6:FO5V;8:FL6O;10:FN4X;12:FN51;14:FMTH;16:FMTN;18:FN35;20:FP9K;22:FP9O;24:FMT9;26:FN3T;28:JBP9;30:FN40;32:FN3I;34:FN3D;36:FN3H;38:FN3N;40:FN3Q;42:FPF3;44:FPFC;46:FN2L;48:FN2Q;50:FN2W;52:KCCQ;54:FPG2;60:FPG0;62:FPFM;64:FPFZ;66:FOFK;68:LCLE;70:LUPX;72:FO62;74:FO5X;76:FO6E;78:FN25;80:F45C;82:FN2I;84:FOFZ;86:FN20;88:FOG9;90:GIVQ;92:GIVW;94:GIVV;96:GKDN;98:GIVM;100:F450;102:JF79;104:GIW3;106:GIWK;108:LZPW;110:GH6V;112:GH72;FLAT SHEEPSCAR CLUB:LNXH;
Savile Mount	Leeds	LS7	53.8128	-1.5362	21:JH6A;23:GH7X;25:GKDL;27:KDQ0;29:F03H;31:FOAF;FLAT 1, 33:GU1Z;FLAT 2, 33:LTP1;FLAT 3, 33:LTP2;FLAT 4, 33:LTP3;FLAT 5, 33:LTP4;
Savile Place	Leeds	LS7	53.8147	-1.5350	3:JC5P;4:JF7I;5:JF7C;6:JF7E;7:FO0O;8:FO0V;9:FO0T;10:GGCW;11:GGD4;12:GH5W;13:GJV4;14:GJV0;15:GJUM;16:GHNK;17:GIXN;18:GIXT;19:GR07;20:GINP;21:GJUF;22:GR03;23:JBYZ;24:GHLH;25:GHLR;26:KCN7;27:GJU3;28:GJUC;29:GJTJ;30:GJTG;31:GHLV;33:GK1N;34:JC9Y;35:GR10;36:GR1I;37:LPJB;38:DCBH;38:GH6F;39:GKBF;40:GH5S;41:GK15;42:GL29;43:GL2H;44:GK0S;45:GK0Z;46:GFZH;47:GFZT;48:GFZS;49:GL2P;50:GFZ4;51:GFZ5;52:GK0W;53:GH67;54:GK1F;55:GHLT;56:GHM3;57:GIXS;58:GJUP;59:JEAN;60:FO0J;61:FOAP;62:FO9Y;63:GIX0;64:KDPZ;65:GIWZ;66:F44Z;68:FNZL;70:FNZI;FIRST FLOOR FLAT, 32:EX05;GOUND FLOOR FLAT, 32:KCYV;SECOND FLOOR FLAT, 32:EX06;
Savile Road	Leeds	LS7	53.8142	-1.5352	3:FNZF;4:FNZC;5:JBW9;6:JBWD;7:GVKM;8:F44L;9:LL3L;10:FNYX;11:JBW2;12:FNYY;13:FNYO;14:FNYS;15:JBW6;16:FNZ4;17:FNZ1;18:FNYZ;19:FP08;20:FP04;21:FP01;22:GFW3;23:GFWA;25:JAZN;26:JAZK;27:FOZN;28:GUD9;29:FOZ2;30:FOZ6;31:FOZQ;32:FOZE;33:FOZK;34:GHJZ;35:LZPD;36:GTF8;37:FN0C;38:FN03;39:FN06;40:FN0K;41:JE6T;42:JE6U;43:FN0I;44:GTF6;45:FM55;46:FM50;47:FM4W;48:FM54;49:GTF7;50:FM5I;51:FM5E;52:FN0D;53:FO1E;54:FO1A;55:LDIZ;56:GKXA;57:GKXI;58:GKXG;59:GKXD;60:GKX9;62:KA5O;64:LZPE;FIRST FLOOR FLAT, 24:KCYW;GROUND FLOOR FLAT, 24:EX07;SECOND FLOOR FLAT, 24:EX08;
Savile Road	Methley	LS7	53.8142	-1.5352	1:INOQ;2:IOTD;3:IMP4;4:IOSD;5:ILFG;6:M9MG;7:IP89;8:LBQT;9:IKEY;10:IKEB;11:ILEA;12:EXU0;13:IOY6;14:IOY5;15:IOYV;16:IOZ1;17:IOZ3;18:IOVA;19:LBQK;20:IMKU;21:IOZU;22:IMNF;23:IMNH;25:IOZ4;26:IOZE;27:IMNA;28:IKP5;29:ING9;30:LQWM;31:INH3;32:INH9;33:INGX;34:IL4D;35:IL45;36:IL4K;37:INGZ;38:EXH5;39:EXH7;40:LBPX;41:INU5;42:ILFS;43:M9LD;44:INQS;45:IMH3;46:IMGM;47:IN9N;48:GUYE;49:IN9J;50:IKN4;51:INA5;52:IM8J;53:IN8C;55:ILZ5;57:IN91;59:IN8K;61:IKZY;62:IKZF;63:LXTY;64:INNX;65:IL09;66:IKYJ;67:IKNK;68:IKZ2;69:LUT6;70:INSA;71:LCYL;72:ILUR;73:ILUX;74:FRN0;75:IL5M;77:IM7C;79:LKZQ;80:IM7O;81:IM5K;82:M9LW;83:EWWC;84:ILYL;85:LKZM;86:ILV5;87:ILVA;89:ILW1;
Saville Close	Lofthouse	WF3	53.7316	-1.4972	1:ITT7;2:ITT9;3:F31A;4:ITSP;5:ITSS;
Saville Court	Otley	LS21	53.9025	-1.6975	1:JN0M;2:JP8N;3:JN0R;4:JN0P;5:JN0O;6:JN0N;7:M1PQ;8:JN01;9:MFK8;10:JO7L;11:GRCW;12:JN02;14:JO7H;15:EWJJ;16:JO7F;17:JN08;
SAW MILL YARD	Holbeck	LS11	53.7870	-1.5619	4:IHAI;5:H9C4;
Saxon Gate	Moortown	LS17	53.8463	-1.5524	1:JE6Y;3:JE6X;5:GVO7;7:FN17;9:JE72;11:FN16;
